"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500"
"37159000030",13,14,7,3,6,10,4,7,12,5,1,10,4,11,10,2,4,2,11,13,10,7,11,11,8,14,14,14,14,12,12
"3704300HAYC",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37067000306",3,7,3,5,11,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,12,5,2,12,1,3,1,3,11,13,13
"37067000305",3,7,3,5,5,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,12,5,2,12,1,3,1,3,11,13,13
"37067000304",3,7,3,5,11,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,12,5,2,12,12,3,1,3,11,13,13
"370890000EV",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37067000303",3,7,3,5,11,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,12,5,2,12,12,3,3,3,11,13,13
"37093000065",13,2,11,3,6,7,13,4,13,4,9,12,12,11,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37067000302",3,7,3,5,11,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,12,5,2,12,12,3,1,3,11,13,13
"37093000064",13,2,11,3,6,7,13,4,13,4,9,12,12,11,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37067000301",3,7,3,5,11,4,5,5,10,14,7,7,10,6,8,4,8,5,11,9,12,5,2,12,12,3,3,3,11,13,13
"370890000ES",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37093000063",13,2,11,3,6,7,13,4,13,4,9,12,12,11,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37093000062",13,2,11,3,6,7,13,4,13,4,9,12,12,11,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37159000038",13,14,8,3,6,7,4,7,12,13,1,10,4,8,6,10,4,2,11,13,10,7,11,11,8,14,4,11,12,3,3
"37093000061",13,2,8,3,6,7,13,4,13,4,9,12,12,11,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"3710100PR09",11,2,14,8,14,6,8,8,8,9,6,14,12,5,3,5,6,6,7,7,1,1,13,6,6,13,11,2,3,2,2
"37159000036",13,14,7,3,6,7,4,7,12,5,1,10,4,8,10,10,4,2,11,13,10,7,11,11,8,14,14,14,14,12,12
"3710100PR08",11,2,14,8,9,9,14,8,8,11,2,5,12,5,1,6,6,6,7,1,5,13,13,6,7,13,9,9,3,11,2
"37159000035",13,14,8,3,6,7,4,7,12,5,1,10,8,8,10,10,4,2,11,13,10,7,11,11,8,14,14,14,14,12,12
"3710100PR07",11,2,14,9,9,9,14,8,8,9,6,5,12,5,1,6,6,6,7,1,5,13,13,6,7,13,13,2,3,11,2
"37159000034",13,14,7,3,6,7,4,7,12,5,1,10,8,8,10,10,4,2,11,13,10,7,11,11,8,14,14,14,14,12,12
"37159000033",13,12,7,3,6,7,4,7,12,5,4,9,4,11,10,2,4,2,11,13,10,7,11,11,8,14,14,14,14,12,12
"37159000032",14,12,8,3,7,10,4,7,12,13,1,10,8,8,10,10,4,2,11,13,10,7,11,11,8,11,14,14,14,12,12
"37159000031",13,14,8,3,7,7,4,7,12,13,1,10,4,8,6,2,4,2,13,6,10,7,5,2,2,11,4,11,12,3,3
"370870000PC",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"37159000039",14,12,8,3,6,7,4,7,12,13,1,10,8,8,10,10,4,2,11,13,10,7,11,11,8,11,14,14,14,12,12
"3719902-CAN",7,10,10,13,2,2,2,2,7,13,10,13,13,13,4,13,13,13,4,2,2,9,14,10,10,10,8,8,8,10,10
"37051000G3B",11,2,6,4,1,1,9,3,9,11,2,12,12,11,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37169000506",14,7,13,10,5,4,1,5,10,14,14,7,10,7,8,4,8,5,9,9,12,5,11,11,8,11,14,14,11,13,13
"37099000QUA",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370210062.1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37111HIGGIN",12,3,13,10,2,2,2,2,1,13,10,4,13,13,4,8,10,13,4,2,2,10,10,14,14,8,7,7,8,8,8
"37129000H13",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,6,1,7,1,3,8,8,4,7,4,9,6,4,6,6
"37129000H12",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,6,1,7,1,3,8,8,4,7,4,9,6,4,6,6
"3717900029C",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,9,12,6,11,14,14,12,9,4,5,5,5,5,7,14
"37129000H11",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,7,1,3,8,8,4,7,4,9,6,4,6,6
"3717900029B",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,9,12,14,11,6,2,4,9,4,5,14,14,14,12,12
"37129000H10",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,7,1,3,8,8,4,7,4,9,6,4,6,6
"3717900029A",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,9,12,14,11,6,2,4,9,4,5,14,14,14,12,12
"37051000G3C",11,2,6,4,1,3,14,3,9,11,2,12,6,11,1,11,11,3,12,7,7,2,4,8,7,7,2,1,1,4,4
"370210021.1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37001001210",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,7,14,14,3,5,12,6,1,3,9,1,3,11,12,14,5
"37051000G2A",11,2,6,9,1,1,9,3,9,11,2,12,12,11,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"370550000EL",9,4,5,6,8,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"37051000G2D",11,2,6,9,1,3,14,3,9,11,2,12,12,11,1,11,11,3,12,7,7,8,4,6,4,7,2,1,4,4,4
"37051000G2B",11,2,6,9,1,1,9,3,9,11,2,12,12,11,1,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"3715900005A",14,12,7,3,7,10,4,7,12,5,1,10,4,11,10,10,4,2,11,13,10,7,11,11,8,14,14,14,14,12,12
"37189000011",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,11,14,7,14,12,12
"37189000010",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,14,8,8
"37189000019",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,10,8,8
"37189000018",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,11,14,14,14,12,12
"37189000017",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,10,8,8
"37189000016",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,11,14,7,14,12,12
"37189000015",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,14,14,14,12,12
"37189000014",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,14,7,14,12,12
"37189000013",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,10,12,12
"37047000P21",4,6,8,4,3,3,14,9,6,6,3,12,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37189000012",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,10,12,12
"370970000OL",14,12,13,10,7,12,4,7,12,13,1,10,8,8,10,10,8,5,11,13,10,7,11,11,8,11,14,14,14,12,12
"37131NEWTOW",9,5,5,6,9,8,6,6,3,3,6,14,1,1,11,1,1,9,1,12,5,13,1,1,1,9,12,4,13,9,2
"37047000P24",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,4,4,9,6,4,6,6
"37047000P23",4,6,8,4,3,3,14,9,6,6,3,12,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37081NCLAY2",1,11,9,5,5,5,1,13,2,12,14,2,7,6,7,7,14,14,13,6,12,5,2,2,2,3,3,11,12,14,5
"37081NCLAY1",1,11,9,5,5,5,1,13,2,12,14,2,7,6,7,7,14,14,13,6,9,11,5,2,2,3,3,11,12,3,5
"37183019-21",5,9,14,9,9,6,8,14,5,2,12,11,3,12,3,3,5,7,5,8,8,1,1,7,6,13,6,2,2,1,1
"37183019-20",6,9,14,2,4,14,8,14,5,2,12,11,1,3,3,3,5,7,5,8,8,1,3,7,6,13,6,2,2,1,1
"37123000WAD",13,14,8,3,6,7,13,4,13,4,9,1,5,11,6,12,2,1,14,14,6,11,4,2,4,7,4,1,12,3,3
"3714100UU17",4,6,14,4,3,3,14,9,6,6,3,5,6,1,12,6,6,6,7,1,3,3,8,4,7,4,9,6,6,6,6
"3713704VM-A",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,12,5,3,7,13,3,9,12,13,6,9,9
"37189000008",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,14,12,12
"370210009.1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37189000007",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,14,7,14,8,8
"37189000006",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,14,7,10,12,12
"37189000005",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,14,7,10,12,12
"37147000101",9,6,5,9,8,9,3,6,3,3,3,3,14,12,1,5,1,11,7,12,3,13,7,1,3,12,13,13,6,11,9
"37189000004",14,3,13,10,2,12,7,12,12,13,1,4,8,8,10,8,10,10,4,4,2,9,14,14,10,8,14,14,10,12,12
"37189000003",14,3,13,10,2,12,7,12,12,13,1,4,8,8,10,8,10,10,4,4,2,9,14,14,10,8,14,14,10,12,12
"37047000P10",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37189000002",12,3,13,10,2,12,7,12,12,13,10,13,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,14,8,8
"37189000001",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,11,14,7,14,12,12
"370890000AR",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37065000901",6,4,4,9,9,8,3,8,8,9,6,14,14,12,3,5,5,6,1,12,5,13,7,1,3,9,6,4,3,11,2
"3719500PRCR",6,4,4,9,9,9,3,8,8,9,6,14,1,12,1,5,5,6,7,1,5,13,13,13,6,13,11,2,6,11,2
"37047000P18",4,6,8,4,3,3,14,9,6,6,3,12,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37047000P17",4,6,8,4,3,3,14,9,6,6,3,12,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37189000009",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,8,14,14,14,12,12
"37047000P15",13,6,8,4,3,7,13,4,13,4,9,12,6,4,12,12,2,1,14,14,6,8,8,4,4,4,9,6,4,6,6
"37047000P14",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37047000P13",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37047000P12",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37047000P11",4,6,6,4,3,3,14,9,6,6,3,12,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"370970000SB",14,12,13,10,7,12,4,7,12,13,1,10,8,8,10,10,8,5,11,13,10,7,11,11,8,11,14,14,14,12,12
"370890000AT",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3716300CLSW",4,6,14,9,3,3,14,9,8,11,3,5,6,4,12,6,6,6,14,14,7,8,8,8,7,4,9,6,6,11,2
"370970DV1-B",12,12,1,1,7,10,4,11,12,1,1,10,9,9,4,10,12,4,10,13,4,4,9,11,8,11,10,10,7,5,7
"37047000P19",4,6,6,4,3,3,14,9,6,6,3,12,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"370970DV1-A",12,12,1,1,7,10,4,11,12,1,1,10,9,14,4,10,4,2,11,13,10,7,11,11,8,11,10,10,7,5,7
"37035000008",14,12,13,1,2,12,4,7,1,13,13,10,8,8,10,10,10,10,4,4,10,9,14,14,10,11,7,10,10,8,8
"37035000007",14,12,13,10,2,12,4,7,1,13,13,10,8,8,10,10,10,10,4,4,10,9,14,14,10,11,7,10,10,8,8
"37035000006",14,12,13,10,2,12,4,7,12,13,13,10,8,8,10,10,10,10,4,4,10,7,11,11,8,11,14,14,14,12,12
"37035000005",14,12,1,1,2,12,4,7,12,13,1,10,8,8,10,10,10,10,4,4,10,7,11,11,8,11,10,10,14,12,12
"37035000004",14,3,13,10,2,10,7,12,1,13,13,4,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,10,8,8
"37191002530",11,4,14,9,9,9,3,9,8,9,3,5,14,5,12,6,6,6,7,1,3,13,13,6,7,13,13,4,6,11,2
"37035000003",14,3,1,10,2,10,7,12,1,1,13,4,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,10,8,8
"37035000002",14,3,13,10,2,10,7,12,1,1,13,4,9,9,4,8,10,10,4,4,2,9,14,14,10,8,7,7,10,8,8
"37035000001",14,12,1,1,7,10,7,12,12,1,1,10,8,9,4,10,10,10,4,4,10,9,9,11,8,11,10,10,10,12,12
"3703300PELH",1,11,9,14,5,5,1,13,2,14,14,2,7,10,9,9,3,11,3,9,13,6,1,1,1,1,1,4,13,14,5
"3710900OB21",12,12,1,1,7,10,7,7,1,1,13,10,9,9,4,10,12,4,4,4,4,4,9,11,8,8,10,7,7,5,7
"3719500PRGA",6,4,4,9,9,8,3,8,8,9,6,14,14,12,1,5,5,6,1,12,5,13,13,13,6,13,6,2,3,11,2
"37035000009",12,3,1,1,7,10,7,12,12,1,1,10,8,9,4,10,10,10,4,4,10,9,9,11,8,11,10,7,10,12,12
"370210040.2",7,10,10,13,2,2,2,2,7,10,10,13,13,13,4,13,13,13,4,2,2,10,10,10,14,10,8,8,8,10,10
"3716300CLWE",4,6,14,9,3,3,14,9,9,4,9,5,6,4,12,6,6,6,12,1,7,8,8,8,7,4,9,6,4,4,2
"370310OTBEG",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,12,5,3,7,13,3,12,12,13,6,9,9
"37143WEST-H",9,5,5,6,9,8,6,6,3,3,6,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"3705100G10C",11,14,6,3,6,1,9,3,9,11,2,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"3705100G10B",11,14,6,4,6,1,9,3,9,11,2,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"3713100GAPL",6,5,5,6,9,8,3,8,3,3,6,14,1,1,11,1,5,11,3,12,5,13,1,1,1,9,12,4,13,11,1
"3705100G10A",11,2,6,4,6,1,9,3,9,11,2,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37065000401",6,5,4,2,9,8,3,6,3,9,6,14,1,12,11,1,1,9,1,12,5,13,1,1,3,9,12,4,13,11,9
"37185000014",6,5,5,2,9,8,3,8,3,9,6,14,1,12,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"37185000013",6,5,4,2,9,8,3,8,3,9,6,11,1,10,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"37183004-19",2,9,11,11,4,1,9,14,14,2,5,6,3,3,9,3,3,7,8,3,1,12,3,3,9,6,11,9,2,2,5
"37185000012",6,5,5,6,9,8,3,8,3,9,6,14,1,12,11,1,5,11,3,12,13,1,1,1,1,9,12,4,13,11,1
"37183004-18",5,9,11,11,4,14,10,14,14,2,5,11,3,3,9,3,3,7,8,3,1,12,6,3,13,6,11,9,2,1,11
"37185000011",6,5,4,2,9,8,3,8,3,9,6,14,1,12,3,1,5,11,3,5,13,1,1,7,6,13,6,2,3,11,1
"37183004-17",5,9,11,11,4,14,8,14,14,2,5,11,3,3,9,3,3,7,8,3,1,12,6,3,13,6,11,9,2,1,11
"371570000SE",1,11,9,14,5,5,1,13,2,14,14,2,7,7,7,4,8,5,13,9,12,6,2,2,1,1,1,4,13,14,5
"37185000010",6,5,4,2,9,8,3,8,3,9,6,11,1,10,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"370830000SN",9,5,5,2,9,8,3,8,3,9,6,14,1,1,11,1,1,9,1,12,5,13,1,1,1,9,12,4,13,9,2
"3714100RP20",4,6,14,4,3,3,14,9,6,6,3,5,6,1,12,12,6,9,14,14,7,3,8,4,7,4,9,6,6,6,6
"370210071.1",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"37183004-21",5,9,11,11,4,14,8,14,14,2,5,11,3,3,9,3,7,7,8,3,1,12,3,7,13,6,11,9,2,1,5
"3700700POLK",13,14,8,3,6,13,13,11,11,4,9,1,5,11,6,12,2,1,14,14,6,2,4,8,4,7,4,1,12,3,3
"3719700SKNB",14,12,13,10,2,12,5,5,10,14,7,7,8,7,8,10,8,2,11,13,10,11,11,11,8,11,14,14,14,12,12
"37183004-20",5,9,11,11,4,1,8,14,14,2,5,6,3,3,9,3,3,7,8,3,1,12,3,3,13,6,11,9,2,14,5
"37051000G9A",11,14,6,4,3,1,9,3,9,11,2,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"370870000LJ",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37185000004",6,5,4,2,9,8,3,8,3,9,6,11,1,10,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"37185000003",6,5,5,2,9,8,3,8,3,9,6,11,1,10,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"37183004-09",2,9,11,11,4,1,10,14,14,2,5,6,3,10,9,3,3,7,8,3,1,12,3,3,13,6,11,9,2,14,5
"371010PR23B",2,2,2,8,14,6,9,3,9,11,2,12,12,5,1,11,6,6,12,8,7,8,13,6,13,6,11,9,3,2,11
"37185000002",6,5,5,6,9,8,3,8,3,9,6,14,1,12,3,1,5,11,3,12,13,1,1,1,1,9,12,4,13,11,1
"37183004-08",5,9,11,11,4,1,8,14,14,2,5,11,3,3,9,3,3,7,8,3,1,12,3,3,13,6,11,9,2,14,11
"371010PR23A",2,2,2,8,14,6,9,3,8,11,2,12,12,5,1,6,6,6,12,8,7,12,3,6,13,4,11,9,3,2,11
"37185000001",6,5,5,6,9,8,3,8,3,9,6,14,1,12,11,1,5,11,3,12,13,1,1,1,1,9,12,4,13,11,1
"37183004-07",2,9,11,11,14,1,8,14,14,2,5,6,3,3,9,3,7,7,8,8,1,12,3,3,9,6,11,9,2,2,11
"37183004-06",2,9,11,11,4,1,8,14,14,2,12,6,3,3,9,3,7,7,8,3,1,12,3,3,9,6,11,9,2,2,5
"37083WEL1-2",6,5,5,6,9,8,3,8,3,9,6,14,1,1,11,1,5,11,3,12,5,1,1,1,1,9,12,4,13,11,1
"371570000RC",3,11,3,14,5,4,1,13,2,14,14,2,7,7,7,4,8,5,9,9,12,5,1,1,1,1,1,4,13,13,13
"37185000009",6,5,5,6,9,8,3,8,3,9,6,14,1,12,11,1,5,11,3,12,13,1,1,1,1,9,12,4,13,11,1
"37185000008",6,5,5,2,9,8,3,8,3,9,6,14,1,12,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,2
"37185000007",6,5,4,2,9,8,3,8,3,9,6,11,1,12,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"37183008-11",5,9,2,8,4,6,10,14,5,2,12,11,3,3,9,3,7,8,8,3,8,1,3,7,13,9,12,12,2,1,11
"37185000006",6,5,4,2,9,8,3,8,3,7,6,11,1,10,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"37183008-10",5,9,2,8,4,6,8,14,5,2,12,11,3,3,9,3,7,8,8,3,8,1,3,7,13,9,11,2,2,1,11
"37185000005",6,5,4,2,9,8,3,10,5,7,6,11,1,10,3,1,5,11,3,5,13,1,1,1,1,9,12,4,13,11,1
"3710900DW28",12,12,1,1,7,10,4,7,12,1,13,10,9,9,4,10,12,4,10,13,4,4,9,11,8,11,10,7,7,5,7
"370890000MG",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37183004-16",2,9,11,11,4,1,8,14,14,2,5,6,3,3,9,3,7,7,8,8,1,12,3,3,9,6,11,9,2,2,5
"37183004-15",2,9,11,11,4,1,10,14,14,2,5,6,3,10,9,3,3,7,8,3,1,12,3,3,13,6,11,9,2,2,5
"37183004-14",2,9,2,11,4,1,8,14,14,2,5,6,3,3,9,3,3,7,8,8,1,12,3,3,9,6,11,9,2,2,5
"37183004-13",2,9,11,11,4,14,9,14,14,2,5,6,11,3,9,3,3,7,8,3,1,12,3,3,9,6,11,9,2,2,5
"37183004-12",2,9,11,11,14,6,8,14,14,2,12,11,3,3,9,3,7,7,8,3,1,12,3,3,13,6,11,9,2,2,5
"37051000G8D",11,14,6,4,6,1,9,3,9,11,2,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37183004-11",5,9,11,11,4,14,8,14,14,2,5,11,3,3,9,3,7,7,8,3,1,12,3,7,13,6,11,9,2,14,11
"37051000G8C",11,2,6,4,6,1,9,3,9,11,2,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37183004-10",2,9,11,11,4,1,9,14,14,2,5,6,11,3,9,3,7,7,8,3,1,12,3,3,9,6,11,9,2,2,5
"37051000G8B",11,2,6,3,6,1,9,3,9,11,9,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"37051000G8A",11,2,6,4,6,1,9,3,9,11,9,12,12,4,6,11,11,3,12,7,7,2,4,8,4,7,2,1,1,4,4
"371350000EH",2,8,9,14,1,14,10,10,14,7,5,6,11,10,5,9,3,11,3,5,13,6,6,3,9,1,3,12,9,14,5
"370830ENF-2",9,5,4,2,9,8,3,8,3,9,6,14,1,1,11,1,1,9,1,12,5,13,1,1,1,9,12,4,13,11,2
"371350000EF",1,11,9,14,5,5,1,13,2,14,5,6,11,10,5,9,3,11,3,5,13,6,1,1,1,1,3,12,9,14,1
"37099000SAV",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3707700BERE",6,5,4,2,4,14,10,10,5,7,6,11,1,10,3,5,5,11,3,5,13,6,1,1,1,9,12,4,13,11,1
"371350000ES",2,8,9,11,1,14,10,10,14,7,5,6,11,10,5,9,3,11,3,5,13,6,6,3,9,1,3,12,9,14,5
"370890000NE",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37183019-12",6,5,14,2,4,14,10,14,5,9,12,11,1,3,3,5,5,7,3,3,8,1,3,7,6,13,6,2,2,1,1
"37183019-11",6,5,14,2,4,14,10,10,5,9,12,11,1,3,3,5,5,7,3,3,8,6,3,7,6,13,6,2,2,1,1
"370890000NB",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370890000LJ",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37183019-19",5,9,14,2,4,14,8,10,5,9,12,11,1,12,3,5,5,7,5,8,8,1,3,7,6,13,6,2,2,1,1
"37183019-18",6,5,14,2,4,14,10,10,5,9,6,11,1,3,3,5,6,6,5,8,8,1,3,7,6,13,6,2,2,1,1
"37183019-17",5,9,14,2,4,6,8,14,5,2,12,11,3,12,3,3,5,7,5,8,8,1,3,7,6,13,6,2,2,1,1
"37183019-16",5,9,14,8,9,6,8,10,5,9,6,11,1,12,3,3,6,6,5,8,8,1,1,7,6,13,6,2,2,1,1
"37183019-15",6,5,14,2,4,14,10,10,5,7,12,11,3,3,3,5,5,7,3,3,8,1,3,7,6,13,6,2,2,1,1
"37183019-14",6,5,14,2,4,14,10,10,5,7,12,11,1,3,3,5,5,7,5,3,8,1,3,7,6,13,6,2,2,1,1
"371350000HF",1,11,9,14,5,14,10,10,5,7,5,6,11,10,5,9,3,11,3,5,13,6,6,3,9,1,3,12,9,14,5
"37183019-13",6,5,14,2,4,14,8,14,5,9,12,11,3,3,3,5,5,7,5,3,8,1,3,7,6,13,6,2,2,1,1
"371350000HE",1,11,4,2,5,5,10,10,2,14,5,6,11,10,5,9,3,8,3,5,13,6,1,1,1,1,3,12,9,14,1
"370890000LP",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3700700BURN",13,14,8,7,10,13,13,11,11,4,9,1,5,11,6,12,2,1,14,14,6,2,4,8,4,7,4,1,12,3,3
"37115HOT-SP",7,10,10,13,13,2,2,2,7,13,10,13,13,13,4,13,13,13,4,2,11,10,10,10,14,10,8,8,8,10,10
"37047000P07",4,6,6,4,3,3,14,9,6,6,3,12,6,4,12,12,2,1,14,14,6,8,8,4,4,4,9,6,4,6,6
"3713300SF18",4,4,14,6,3,3,6,6,6,6,11,3,6,1,11,6,6,9,7,1,3,3,8,4,3,12,13,13,4,9,9
"37047000P06",4,6,8,4,3,7,13,4,6,6,3,12,6,4,12,12,2,1,14,14,6,8,8,4,4,4,9,6,4,6,6
"37047000P05",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
"37047000P04",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,4,4,9,6,4,6,6
"37047000P03",4,6,6,4,3,3,14,9,6,6,3,5,6,4,12,12,2,1,14,14,6,8,8,4,7,4,9,6,4,6,6
